vijayawada,delhi,1716
vijayawada,hyderabad,269
vijayawada,indore,1255
vijayawada,jaipur,1660
vijayawada,kanpur,1519
vijayawada,lucknow,1598
vijayawada,madras,432
vijayawada,nagpur,742
vijayawada,nasik,1428
vijayawada,panjim,876
vijayawada,patna,1664
vijayawada,pondicherry,598
vijayawada,pune,842
vishakapatnam,ahmedabad,1815
vishakapatnam,bangalore,1093
vishakapatnam,bhubaneshwar,445
vishakapatnam,bombay,1754
vishakapatnam,calcutta,868
vishakapatnam,chandigarh,2127
vishakapatnam,cochin,1449
vishakapatnam,delhi,1881
vishakapatnam,hyderabad,599
vishakapatnam,indore,1433
vishakapatnam,jaipur,1838
vishakapatnam,kanpur,1687
vishakapatnam,lucknow,1765
vishakapatnam,madras,762
vishakapatnam,nagpur,910
vishakapatnam,nasik,1596
vishakapatnam,panjim,1206
vishakapatnam,patna,1334
vishakapatnam,pondicherry,930
vishakapatnam,pune,1658
